id,sensorId,observationDate,julianDateUTC,verticalPosition,windSpeed,windDirection,windGust,qualityFlag,qartodFlags
955139,2377,2023-04-09 14:00:00.000,2023099.084722,1.50,7.33,344.4,8.53,3,0000-0000-0000
955149,2377,2023-04-09 14:30:00.000,2023099.105555,1.50,6.92,358.4,8.40,3,0000-0000-0000
955156,2377,2023-04-09 15:00:00.000,2023099.126388,1.50,5.09,15.7,5.90,3,0000-0000-0000
955166,2377,2023-04-09 15:30:00.000,2023099.147222,1.50,6.93,62.7,8.07,3,0000-0000-0000
955173,2377,2023-04-09 16:00:00.000,2023099.168055,1.50,8.35,51.4,9.77,3,0000-0000-0000
955182,2377,2023-04-09 16:30:00.000,2023099.188888,1.50,10.55,52.0,12.07,3,0000-0000-0000
955189,2377,2023-04-09 17:00:00.000,2023099.209722,1.50,12.24,61.4,13.97,3,0000-0000-0000
955200,2377,2023-04-09 17:30:00.000,2023099.230555,1.50,12.00,67.0,14.73,3,0000-0000-0000
955207,2377,2023-04-09 18:00:00.000,2023099.251388,1.50,15.33,60.5,17.63,3,0000-0000-0000
955217,2377,2023-04-09 18:30:00.000,2023099.272222,1.50,16.77,56.5,19.33,3,0000-0000-0000
955224,2377,2023-04-09 19:00:00.000,2023099.293055,1.50,18.52,69.7,21.67,3,0000-0000-0000
955235,2377,2023-04-09 19:30:00.000,2023099.313888,1.50,14.55,52.2,19.63,3,0000-0000-0000
955242,2377,2023-04-09 20:00:00.000,2023099.334722,1.50,15.29,55.4,19.00,3,0000-0000-0000
955252,2377,2023-04-09 20:30:00.000,2023099.355555,1.50,18.38,44.6,22.33,3,0000-0000-0000
955259,2377,2023-04-09 21:00:00.000,2023099.376388,1.50,16.44,40.1,21.30,3,0000-0000-0000
955269,2377,2023-04-09 21:30:00.000,2023099.397222,1.50,13.71,40.2,17.87,3,0000-0000-0000
955277,2377,2023-04-09 22:00:00.000,2023099.418055,1.50,15.74,32.3,19.77,3,0000-0000-0000
955287,2377,2023-04-09 22:30:00.000,2023099.438888,1.50,14.72,41.2,18.03,3,0000-0000-0000
955292,2377,2023-04-09 23:00:00.000,2023099.459722,1.50,15.98,34.7,19.20,3,0000-0000-0000
955302,2377,2023-04-09 23:30:00.000,2023099.480555,1.50,17.05,29.0,20.60,3,0000-0000-0000
955309,2377,2023-04-10 00:00:00.000,2023099.501388,1.50,16.40,52.5,20.47,3,0000-0000-0000
955319,2377,2023-04-10 00:30:00.000,2023099.522222,1.50,16.19,50.5,20.13,3,0000-0000-0000
955326,2377,2023-04-10 01:00:00.000,2023099.543055,1.50,18.91,45.2,23.40,3,0000-0000-0000
955336,2377,2023-04-10 01:30:00.000,2023099.563888,1.50,17.49,40.8,22.00,3,0000-0000-0000
955343,2377,2023-04-10 02:00:00.000,2023099.584722,1.50,21.75,43.6,29.93,3,0000-0000-0000
955353,2377,2023-04-10 02:30:00.000,2023099.605555,1.50,18.44,26.0,25.73,3,0000-0000-0000
955359,2377,2023-04-10 03:00:00.000,2023099.626388,1.50,22.16,18.3,26.93,3,0000-0000-0000
955366,2377,2023-04-10 03:30:00.000,2023099.647222,1.50,19.50,349.7,23.97,3,0000-0000-0000
955373,2377,2023-04-10 04:00:00.000,2023099.668055,1.50,17.62,3.1,20.50,3,0000-0000-0000
955386,2377,2023-04-10 04:30:00.000,2023099.688889,1.50,18.52,358.6,23.70,3,0000-0000-0000
955393,2377,2023-04-10 05:00:00.000,2023099.709722,1.50,19.05,0.9,24.57,3,0000-0000-0000
955403,2377,2023-04-10 05:30:00.000,2023099.730555,1.50,24.89,2.0,30.30,3,0000-0000-0000
955410,2377,2023-04-10 06:00:00.000,2023099.751389,1.50,22.48,358.4,27.77,3,0000-0000-0000
955420,2377,2023-04-10 06:30:00.000,2023099.772222,1.50,20.36,1.1,25.30,3,0000-0000-0000
955426,2377,2023-04-10 07:00:00.000,2023099.793055,1.50,20.20,358.4,25.37,3,0000-0000-0000
955436,2377,2023-04-10 07:30:00.000,2023099.813889,1.50,21.67,355.3,29.10,3,0000-0000-0000
955443,2377,2023-04-10 08:00:00.000,2023099.834722,1.50,21.18,0.5,25.60,3,0000-0000-0000
955453,2377,2023-04-10 08:30:00.000,2023099.855555,1.50,20.89,1.0,26.00,3,0000-0000-0000
955460,2377,2023-04-10 09:00:00.000,2023099.876389,1.50,17.30,345.5,20.90,3,0000-0000-0000
955470,2377,2023-04-10 09:30:00.000,2023099.897222,1.50,18.41,345.8,23.30,3,0000-0000-0000
955477,2377,2023-04-10 10:00:00.000,2023099.918055,1.50,14.78,347.0,18.23,3,0000-0000-0000
955504,2377,2023-04-10 10:30:00.000,2023099.938889,1.50,16.55,350.8,20.97,3,0000-0000-0000
955505,2377,2023-04-10 11:00:00.000,2023099.959722,1.50,13.10,335.8,17.90,3,0000-0000-0000
955506,2377,2023-04-10 11:30:00.000,2023099.980555,1.50,13.47,344.3,17.10,3,0000-0000-0000
955510,2377,2023-04-10 12:00:00.000,2023100.001388,1.50,9.47,354.1,12.53,3,0000-0000-0000
955520,2377,2023-04-10 12:30:00.000,2023100.022222,1.50,13.55,338.4,17.03,3,0000-0000-0000
955526,2377,2023-04-10 13:00:00.000,2023100.043055,1.50,13.69,341.2,17.53,3,0000-0000-0000
955536,2377,2023-04-10 13:30:00.000,2023100.063888,1.50,14.80,339.5,17.73,3,0000-0000-0000
955543,2377,2023-04-10 14:00:00.000,2023100.084722,1.50,13.11,341.1,16.10,3,0000-0000-0000
955553,2377,2023-04-10 14:30:00.000,2023100.105555,1.50,14.52,342.2,18.77,3,0000-0000-0000
955560,2377,2023-04-10 15:00:00.000,2023100.126388,1.50,12.88,346.1,16.73,3,0000-0000-0000
955570,2377,2023-04-10 15:30:00.000,2023100.147222,1.50,14.62,347.8,17.80,3,0000-0000-0000
955577,2377,2023-04-10 16:00:00.000,2023100.168055,1.50,11.09,8.7,14.17,3,0000-0000-0000
955586,2377,2023-04-10 16:30:00.000,2023100.188888,1.50,18.85,12.6,24.37,3,0000-0000-0000
955593,2377,2023-04-10 17:00:00.000,2023100.209722,1.50,15.76,10.3,19.10,3,0000-0000-0000
955604,2377,2023-04-10 17:30:00.000,2023100.230555,1.50,16.55,8.8,19.77,3,0000-0000-0000
955611,2377,2023-04-10 18:00:00.000,2023100.251388,1.50,16.06,8.5,20.53,3,0000-0000-0000
955620,2377,2023-04-10 18:30:00.000,2023100.272222,1.50,14.45,14.1,17.17,3,0000-0000-0000
955628,2377,2023-04-10 19:00:00.000,2023100.293055,1.50,16.76,0.8,19.70,3,0000-0000-0000
955638,2377,2023-04-10 19:30:00.000,2023100.313888,1.50,17.23,358.2,20.63,3,0000-0000-0000
955644,2377,2023-04-10 20:00:00.000,2023100.334722,1.50,17.29,0.8,20.90,3,0000-0000-0000
955654,2377,2023-04-10 20:30:00.000,2023100.355555,1.50,17.65,2.0,22.17,3,0000-0000-0000
955660,2377,2023-04-10 21:00:00.000,2023100.376388,1.50,17.00,351.5,21.20,3,0000-0000-0000
955670,2377,2023-04-10 21:30:00.000,2023100.397222,1.50,16.09,341.0,21.20,3,0000-0000-0000
955677,2377,2023-04-10 22:00:00.000,2023100.418055,1.50,13.80,331.4,18.13,3,0000-0000-0000
955687,2377,2023-04-10 22:30:00.000,2023100.438888,1.50,16.54,321.9,19.70,3,0000-0000-0000
955693,2377,2023-04-10 23:00:00.000,2023100.459722,1.50,16.05,320.3,19.23,3,0000-0000-0000
955703,2377,2023-04-10 23:30:00.000,2023100.480555,1.50,13.91,326.1,17.97,3,0000-0000-0000
